title,role,date,authors,price,downloads,revenue
"Non-Banks Make Their Way Into European Financial Services","eBusiness & Channel Strategy",194019735.0126779,"[ ""Benjamin Ensor"" ]","499","397",198103.0
"B2B Marketers: Make Trade Shows Deliver Better Leads — And Value","Sales Enablement",194019735.721338,"[ ""Laura Ramos"" ]","499","714",356286.0
"Technographics® Survey Highlights: North American Technographics® Post-Holiday Retail Online Survey, Q1 2008","eBusiness & Channel Strategy",194019736.3015349,"[]",,"1",
"Small App Vendors: Optimize Business Results","CIO",194106136.83831,"[ ""Andrew Bartels"", ""John R. Rymer"", ""Heidi Shey"" ]","499","248",123752.0
"T-Systems Surrenders Its Indian Position To Cognizant","Sourcing & Vendor Management",194106137.339215,"[]","199","324",64476.0
"Competing In The Fast-Growing SaaS Market","Sourcing & Vendor Management",194106137.9434969,"[ ""Liz Herbert"" ]","499","1365",681135.0
"2008 European Bank Secure Web Site Rankings","Customer Experience",194106138.5787499,"[ ""Ron Rogowski"", ""Benjamin Ensor"" ]","499","654",326346.0
"Brunei PC/Server Market Update: Q4 2007, Emerging Markets Tracker","CIO",194106139.0693541,"[ ""Dane Anderson"" ]","599","2",1198.0
"Database Marketers Evolve Their ROI Measurement","Customer Insights",194106139.6785491,"[]","499","665",331835.0
"Cambodia PC/Server Market Update: Q4 2007, Emerging Markets Tracker","CIO",194106140.3034239,"[ ""Dane Anderson"" ]","599","3",1797.0
"Bangladesh PC/Server Market Update: Q4 2007, Emerging Markets Tracker","CIO",194106141.0218539,"[ ""Dane Anderson"" ]","599","3",1797.0
"Sri Lanka PC/Server Market Update: Q4 2007, Emerging Markets Tracker","CIO",194106141.725986,"[ ""Dane Anderson"" ]","599","2",1198.0
"Pakistan PC/Server Market Update: Q4 2007, Emerging Markets Tracker","CIO",194106142.2639101,"[ ""Dane Anderson"" ]","599","1",599.0
"Improving The Design Of Chat Interactions","Customer Experience",194192542.8755331,"[]","499","875",436625.0
"Three Steps To Better Web Site Performance Metrics","Customer Experience",194192543.4671609,"[ ""Megan Burns"", ""Harley Manning"" ]","499","1438",717562.0
"SOA Adoption: Many Firms Got Started In 2007","Enterprise Architecture",194192544.4007909,"[ ""Randy Heffner"", ""Gene Leganza"" ]","499","823",410677.0
"High Performance And Grid Computing Don't Generate Broad Interest","CIO",194192544.960541,"[ ""Frank E. Gillett"" ]","499","385",192115.0
"The Art Of The EA Deal","Enterprise Architecture",194192545.718044,"[ ""Gene Leganza"" ]","499","820",409180.0
"Retail Health Clinics Increase Foothold And Influence Purchasing","eBusiness & Channel Strategy",194192546.309988,"[ ""Carrie Johnson"" ]","499","324",161676.0
"Web Buyers — And Their Expectations — Grow Up","eBusiness & Channel Strategy",194192547.5755329,"[ ""Carrie Johnson"" ]","499","621",309879.0
"The Customer Database Amps Up Its Influence – A Client Choice Report","Customer Insights",194192548.2911689,"[]","499","548",273452.0
"Green IT Nudges Tech Adoption","CIO",194278948.922838,"[ ""Christopher Mines"" ]","499","815",406685.0
"The Forrester Wave™: Oracle Implementation Providers, Q1 2008","Sourcing & Vendor Management",194278949.5344601,"[ ""Liz Herbert"" ]","2495","1404",3502980.0
"Collaborate With WOM Youth – A Social Computing Report","CMO",194278950.1258399,"[]","499","694",346306.0
"Attracting Venture Capital Investment In An Uncertain Economy","Sourcing & Vendor Management",194278951.878427,"[ ""Chris Andrews"" ]","499","384",191616.0
"Green Benefits Put Thin-Client Computing Back On The Desktop Hardware Agenda","Sourcing & Vendor Management",194278952.486177,"[]","499","843",420657.0
"Please Don't Go!","Marketing Leadership",194278953.645483,"[]","499","396",197604.0
"Poland 2007: An Emerging Market Of Technology Optimists","Customer Insights",194278954.4508131,"[ ""Reineke Reitsma"" ]","2495","295",736025.0
"The CRM 2.0 Imperative – A Social Computing Report","Application Development & Delivery",194278955.163914,"[ ""Sharyn Leaver"" ]","499","2177",1086323.0
"End-Of-Life: The Forrester Wave™ Enterprise Antispyware","Infrastructure & Operations",194278955.75071,"[]","499","229",114271.0
"The State Of Consumer PC Adoption In Asia Pacific, 2007","Marketing Leadership",194278956.3506291,"[ ""Ted Schadler"" ]","2495","79",197105.0
"The State Of The Database Marketing Organization in 2008","Customer Insights",194534556.982481,"[]","499","703",350797.0
"Is Cloud Computing Ready For The Enterprise? – A Client Choice Report","Infrastructure & Operations",194534557.627094,"[ ""James Staten"", ""Frank E. Gillett"" ]","499","3405",1699095.0
"How Travel eBusiness Can Better Serve The Small Leisure Group Segment","eBusiness & Channel Strategy",194534558.2284191,"[]","499","349",174151.0
"IT Management Software Vendors: Cover Your SaaS As Web 2.0 Comes Nearer","Sales Enablement",194534559.2649701,"[ ""Peter O'Neill"", ""Liz Herbert"" ]","2495","1271",3171145.0
"Virtualization Software And Services: Emerging Trends And Market Opportunities In Asia Pacific","Application Development & Delivery",194620960.1193111,"[ ""Michael Barnes"" ]","2495","4",9980.0
"Creating Competitive Assessments That Support Action And Enable Innovation","Sourcing & Vendor Management",194620960.894773,"[ ""Chris Andrews"", ""Pascal Matzke"" ]","499","682",340318.0
"What Applications Are Enterprises Virtualizing?","Infrastructure & Operations",194620962.078769,"[ ""James Staten"" ]","499","764",381236.0
"European IT 2008 Market Outlook","CIO",194620962.6489451,"[ ""Andrew Bartels"", ""Heidi Shey"" ]","2495","1352",3373240.0
"Enterprise Application Life-Cycle Management (ALM) Adoption In 2007","Application Development & Delivery",194620964.1597359,"[]",,"16",
"Tech Marketers' Online IT Community Playbook – A Social Computing Report","Marketing Leadership",194620965.3441291,"[ ""Peter Burris"", ""Laura Ramos"" ]","499","438",218562.0
"What Technology Is Hot With Online Europeans — And What's Holding Back Adoption?","Marketing Leadership",194620966.1539581,"[ ""Michelle de Lussanet"" ]","499","414",206586.0
"Sybase ASE Remains A Strong Enterprise DBMS","Enterprise Architecture",194707366.989769,"[ ""Noel Yuhanna"" ]","499","225",112275.0
"Case Study: SunTrust Quantifies The Profitability Impact Of eBill Usage","eBusiness & Channel Strategy",194707367.531105,"[ ""Catherine Graeber"", ""Carrie Johnson"" ]","499","408",203592.0
"Lessons For Online Retail From Europe's 2007 Christmas Season","eBusiness & Channel Strategy",194793768.1300211,"[ ""Michelle de Lussanet"", ""Benjamin Ensor"" ]","2495","533",1329835.0
"The Dawn Of Green IT Services","CIO",194793769.0645001,"[ ""Christopher Mines"" ]","499","1457",727043.0
"European Interactive Marketing: What To Prioritize In 2008 – A Client Choice Report","Marketing Leadership",194793769.6994901,"[ ""Christine Spivey Overby"" ]","499","574",286426.0
"Case Study: TLC Vision Takes A Risk-Based Process Approach To Data Leak Prevention","Security & Risk",194793771.4469659,"[]","499","367",183133.0
"How To Choose The Right Social Technologies – A Social Computing Report","Marketing Leadership",194793772.2110829,"[ ""Josh Bernoff"", ""Christine Spivey Overby"" ]","499","2470",1232530.0
"The Workforce Is Changing; What Are You Doing About It?","CIO",194793773.1476591,"[ ""Claire Schooley"" ]","499","907",452593.0
"Inquiry Insights: Enterprise Mobility, Q1 2008","Infrastructure & Operations",194793773.776819,"[ ""Michele Pelino"" ]","499","552",275448.0
"The Social Technographics® Of US Online Bankers","eBusiness & Channel Strategy",194793774.3998809,"[ ""Bill Doyle"", ""Peter Wannemacher"", ""Carrie Johnson"" ]","499","436",217564.0
"Enterprise Software In 2017","Application Development & Delivery",194793775.038646,"[ ""Andrew Bartels"", ""Laura Ramos"", ""John R. Rymer"", ""Heidi Shey"" ]","499","2135",1065365.0
"SAP Raises Maintenance Fees For New Customers","Enterprise Architecture",194880175.522264,"[ ""Paul D. Hamerman"" ]","199","487",96913.0
"Web Site Content That Builds Brands","Customer Experience",194880176.1397209,"[ ""Ron Rogowski"", ""Harley Manning"" ]","499","1524",760476.0
"Stay Focused On Your Strategic Outsourcing Objectives — Even As Economic Pressures Mount","Sourcing & Vendor Management",194880176.6418891,"[ ""William Martorelli"" ]","499","566",282434.0
"Microsoft Service Desk Delayed Until 2010","CIO",194880177.0691259,"[ ""John Brand"" ]",,"2",
"Creating Humanized Digital Travel Experiences With Contextual Information","eBusiness & Channel Strategy",194880177.7696929,"[ ""Carrie Johnson"" ]","499","523",260977.0
"2008: Innovation Management Services Take Off","CIO",194880178.412045,"[]","499","977",487523.0
"Customer Relationship Snapshot: Retailers","Customer Experience",194880179.2832539,"[]","499","465",232035.0
"Consumers Want To Surf Untethered","Marketing Leadership",195139380.130461,"[ ""Michelle de Lussanet"" ]","499","293",146207.0
"Trends 2008: Project-Based Solutions","Enterprise Architecture",195139380.650001,"[ ""Sharyn Leaver"" ]","499","930",464070.0
"Inquiry Insights: Green IT, Q1 2008 – A Client Choice Report","CIO",195139381.260216,"[ ""Christopher Mines"", ""Heidi Shey"" ]","499","494",246506.0
"Case Study: A Public-Sector Purchasing Organization Signs An Enterprise Agreement","Sourcing & Vendor Management",195139381.8826499,"[ ""Duncan Jones"" ]","499","196",97804.0
"Unisys Positions Itself For The New IT Ecosystem","CIO",195139382.378356,"[ ""Pascal Matzke"" ]","199","222",44178.0
"Best Practices: Negotiating With Oracle","Sourcing & Vendor Management",195139383.0014191,"[ ""Duncan Jones"" ]","499","1302",649698.0
"European Multichannel Consumers Are High-Value Shoppers","eBusiness & Channel Strategy",195139383.3981631,"[ ""Reineke Reitsma"" ]","2495","172",429140.0
"What Are Events, And Why Do They Matter To Application Development Professionals?","Application Development & Delivery",195139383.9207931,"[]","499","749",373751.0
"Examining Leisure Traveler Behavior And Attitudes Based On Trip Frequency","eBusiness & Channel Strategy",195139384.59413,"[]","2495","357",890715.0
"Click-To-Chat Interaction Review Scorecard","Customer Experience",195139385.1829641,"[]","499","4",1996.0
"Operationalizing Application Vulnerability Management – A Client Choice Report","Security & Risk",195139386.108057,"[]","2495","1366",3408170.0
"Data Privacy Versus Data Security","Security & Risk",195139386.781184,"[ ""Khalid Kark"" ]","499","836",417164.0
"Case Study: A Large European Bank And Oracle Agree A Unique Contract Amendment","Sourcing & Vendor Management",195139388.7529371,"[ ""Duncan Jones"" ]","499","235",117265.0
"Enterprise Content Management's Next Step Forward","Enterprise Architecture",195139389.3522301,"[ ""Craig Le Clair"" ]","499","1503",749997.0
"Customer Relationship Snapshot: Banks","Customer Experience",195225789.956049,"[]","499","780",389220.0
"The State Of IT Governance In North American And European Enterprises","CIO",195225790.4680901,"[ ""Marc Cecere"", ""Andrew Bartels"" ]","2495","1438",3587810.0
"Snugly Fitting Your Customers For Business Service Management","Sales Enablement",195225791.2428989,"[ ""Peter O'Neill"", ""Jean-Pierre Garbani"" ]","2495","470",1172650.0
"Executive Q&A: Level 5 Portfolio Management","CIO",195225791.9045269,"[ ""Alex Cullen"" ]","499","1086",541914.0
"Seven Habits Of Effective CISOs","Security & Risk",195225792.5194449,"[ ""Khalid Kark"" ]","499","738",368262.0
"Online Communities: Build Or Join? – A Social Computing Report","Marketing Leadership",195225793.0334139,"[ ""Christine Spivey Overby"" ]","499","1788",892212.0
"How To Staff For Social Computing – A Social Computing Report","Marketing Leadership",195225793.6257939,"[ ""Josh Bernoff"" ]","499","1556",776444.0
"Redefining High-Value Customers – A Social Computing Report","CMO",195312194.2839091,"[ ""Josh Bernoff"" ]","499","1317",657183.0
"The State Of Enterprise IT Security Adoption: 2007","CIO",195312194.8757901,"[]","2495","1067",2662165.0
"The State Of SMB IT Security Adoption: 2007","CIO",195312195.5043941,"[]","2495","617",1539415.0
"Recruitment Automation: A Consolidating Market That's Ripe For Innovation","Application Development & Delivery",195312195.928926,"[ ""Paul D. Hamerman"" ]","2495","1082",2699590.0
"Big Changes Are Ahead For The SIM Marketplace","Security & Risk",195312196.5121629,"[ ""Khalid Kark"" ]","499","374",186626.0
"B2B CMO Investment Priorities For 2008 – A Client Choice Report","CMO",195398597.032589,"[ ""Laura Ramos"" ]","499","724",361276.0
"Intelligent Mobile Access: Providing Secure Connectivity Across Multiple Mobile Networks","Infrastructure & Operations",195398597.838865,"[]","499","580",289420.0
"Mastering The First Analyst Briefing Tour","Analyst Relations",195398598.3985281,"[ ""Ellen Carney"", ""Kevin Lucas"", ""Laura Ramos"" ]","499","756",377244.0
"Forrester's Desktop Power And Emissions Calculator","Sourcing & Vendor Management",195398598.8359101,"[]","499","5",2495.0
"Biometrics: Beginning To Fulfill Its Promise","Security & Risk",195398599.6011989,"[]","499","623",310877.0
"Destination Marketing Web Sites Attract Tech-Savvy Leisure Travelers","eBusiness & Channel Strategy",195398600.695375,"[]","499","329",164171.0
"Interactive Marketing Data Overview, US 2007 – A Social Computing Report","Marketing Leadership",195398601.3404629,"[ ""Ted Schadler"", ""Christine Spivey Overby"" ]","2495","933",2327835.0
"Data Center Automation Defined","Infrastructure & Operations",195398602.978389,"[ ""Eveline Oehrlich"" ]","499","1485",741015.0
"Building Spanish Consumers' Trust In Travel Sites","Customer Experience",195398603.839819,"[]","499","180",89820.0
"Integrate RIAs Into User Experiences – A Social Computing Report","Customer Experience",195398604.6250739,"[ ""Ron Rogowski"" ]","499","568",283432.0
"Customer Experience Spending Intensifies In 2008","Customer Experience",195398605.221523,"[ ""Megan Burns"", ""Harley Manning"" ]","499","649",323851.0
"European Social Technographics® Revealed – A Social Computing Report","Marketing Leadership",195398607.586946,"[ ""Christine Spivey Overby"", ""Josh Bernoff"" ]","499","783",390717.0
"Project And Portfolio Management Is A (Potential) Key To Improved Performances","CIO",195398608.076093,"[ ""John Brand"" ]",,"9",
"Case Studies In Model-Driven Development","Application Development & Delivery",195485008.4935081,"[ ""Diego Lo Giudice"", ""Jeffrey S. Hammond"" ]","499","6",2994.0
"Who Wants To Buy A Mobile Internet Device?","Marketing Leadership",195485009.3184421,"[ ""Michelle de Lussanet"" ]","499","784",391216.0
"SaaS Market Pulse: H2 2007 Market Review","Application Development & Delivery",195485009.947583,"[ ""Michael Barnes"" ]","599","4",2396.0
"Why Green Travelers Warrant Recognition","eBusiness & Channel Strategy",195485010.755146,"[]","499","290",144710.0
"Employers' Disease And Wellness Management Sourcing And Incentive Strategies","Customer Experience",195485011.355999,"[ ""Harley Manning"" ]","499","421",210079.0
"Understanding Indian Providers' Margin Defense Tactics","Sourcing & Vendor Management",195744211.972857,"[]","199","583",116017.0
"What Consumers Want On Travel Web Sites","Customer Experience",195744212.588479,"[]","499","845",421655.0
"Embrace The Risks And Rewards Of Technology Populism – An Empowered Report","CIO",195744213.2155449,"[ ""Rob Koplowitz"", ""Alex Cullen"", ""John C. McCarthy"" ]","499","1085",541415.0
"Newspapers Make It Hard For Users To Sign Up For Email Alerts","Customer Experience",195744213.806319,"[]","499","187",93313.0
"Technographics® Survey Highlights: North American Healthcare And Travel Online Survey, Q4 2007","eBusiness & Channel Strategy",195744214.3325651,"[]",,"3",
"What Consumers Want On Bank Web Sites","Customer Experience",195744214.9473989,"[]","499","936",467064.0
"Does Declining Research Projectability Matter?","Customer Insights",195744215.463419,"[ ""Brad Bortner"", ""Heidi Shey"" ]","499","267",133233.0
"What Consumers Want On Media Web Sites","Customer Experience",195744216.3035769,"[]","499","533",265967.0
"Technographics® Survey Highlights: Asia Pacific Technographics Survey, Q4 2007","Marketing Leadership",195744217.002435,"[]",,"1",
"Technographics® Insight: Which Channels Do Europeans Use To Listen To The Radio?","Marketing Leadership",195744217.445595,"[ ""Reineke Reitsma"" ]",,"2",
"How To Move Email Marketing Forward In 2008","Marketing Leadership",195744218.0113449,"[ ""Shar VanBoskirk"" ]","499","937",467563.0
"Trends 2008: The Changing Landscape For Governance, Risk, And Compliance Professionals","Security & Risk",195744218.5651691,"[ ""Christopher McClean"" ]","499","932",465068.0
"The Strength Of Customer Relationships","Customer Experience",195830619.1331689,"[]","499","1040",518960.0
"Privacy Concerns Hinder Health Plan Web Site Growth","eBusiness & Channel Strategy",195830619.8590569,"[ ""Carrie Johnson"" ]","499","435",217065.0
"New IT-Business Partnership Enables BT Success – A Business Technology (BT) Report","CIO",195830620.484942,"[ ""Bobby Cameron"", ""Alex Cullen"" ]","499","1398",697602.0
"Walking The Fine Line Between Chaos And Control  In The World Of Enterprise Web 2.0 – A Social Computing Report","CIO",195830621.0153151,"[ ""Rob Koplowitz"" ]","499","997",497503.0
"IT Can Help Accelerate Business Innovation","CIO",195830621.613147,"[ ""Bobby Cameron"", ""Alex Cullen"" ]","499","2033",1014467.0
"The Multicore Programming Era Is Here","Application Development & Delivery",195830622.2644949,"[ ""James Staten"", ""John R. Rymer"", ""Jeffrey S. Hammond"" ]","499","479",239021.0
"Marketing The Socially Responsible PC","Marketing Leadership",195830624.128144,"[ ""J. P. Gownder"", ""Michelle de Lussanet"" ]","499","288",143712.0
"Gross Mistakes In The Designs Of IT Organizations – A Client Choice Report","CIO",195830624.670769,"[ ""Marc Cecere"", ""Alex Cullen"" ]","499","2910",1452090.0
"Mobile TV In India: Understanding The Mobile Entertainment Needs Of Indian Users","CIO",195917025.1412399,"[ ""Dane Anderson"" ]","2495","5",12475.0
"Countering Online Fraud Globally","Security & Risk",195917025.692028,"[]","499","797",397703.0
"Why Consumers Like Alternative Payment Methods When Shopping Online – A Client Choice Report","eBusiness & Channel Strategy",195917026.4462991,"[ ""Sucharita Mulpuru"", ""Carrie Johnson"" ]","499","1294",645706.0
"Top Unified Communications Predictions For 2008","Infrastructure & Operations",195917027.1322999,"[]","499","1002",499998.0
"B2B Customer Experience Priorities In An Economic Downturn","Customer Experience",196003428.614331,"[ ""Harley Manning"" ]","499","640",319360.0
"Making The Web Design Agency Relationship Work","Customer Experience",196003429.5265269,"[ ""Craig Menzies"" ]","499","438",218562.0
"Case Study: A US Airline Sustains A Rapid Pace Of Software Change",,196003430.099637,"[ ""Laura Koetzle"" ]",,"566",
"The EA View: BPM Has Become Mainstream – A Client Choice Report","Enterprise Architecture",196003431.137964,"[ ""Gene Leganza"", ""Mary Pilecki"" ]","499","1305",651195.0
"The State Of Experience-Based Differentiation","Customer Experience",196003431.7451379,"[]","499","746",372254.0
"What Consumers Want On Consumer Electronics Web Sites","Customer Experience",196003432.3996379,"[]","499","509",253991.0
"CIOs: So You Want To Be A Transformation Agent – A Client Choice Report","CIO",196003433.02509,"[ ""Alex Cullen"" ]","499","1041",519459.0
"Market Overview: Backup Software-As-A-Service – A Client Choice Report","Infrastructure & Operations",196003433.598886,"[ ""Stephanie Balaouras"", ""Liz Herbert"" ]","2495","1434",3577830.0
"European Telecom Operator Managed Services Deals Survey: H1 2007","Sourcing & Vendor Management",196003435.2621119,"[]","499","435",217065.0
"The End Of The Music Industry As We Know It","CMO",196349039.6998041,"[ ""James L. McQuivey, Ph.D."" ]","499","1511",753989.0
"Case Study: Customer-Centric Technology Helps Disney Personalize Relationships","CMO",196349041.3222511,"[ ""Christine Spivey Overby"" ]","499","771",384729.0
"Big Online Spenders Embrace Social Technologies – A Social Computing Report","Marketing Leadership",196349042.3262711,"[ ""Josh Bernoff"", ""Sucharita Mulpuru"" ]","499","808",403192.0
"Technographics® Survey Highlights: NA Consumer Technographics Financial Services And Automotive Online Survey, Q3 2007","eBusiness & Channel Strategy",196349042.924607,"[ ""Ted Schadler"" ]",,"7",
"Tech Horizons: Evaluating ClearApp's Application Service Management Solution","Infrastructure & Operations",196349043.8149011,"[ ""Jean-Pierre Garbani"" ]","2495","293",731035.0
"Claiming Ground Against The ESB Gorillas","CIO",196349045.7444191,"[ ""Stefan Ried, Ph.D."" ]","499","569",283931.0
"Case Study: Comcast Organic Branding Hit","Marketing Leadership",196349046.6078219,"[]","499","374",186626.0
"Modest Demand For Video On Demand","CMO",196349047.6103799,"[ ""James L. McQuivey, Ph.D."", ""Michelle de Lussanet"" ]","499","884",441116.0
"Survival Of The Fittest: iCafe Evolution In MEA","CIO",196435448.7814519,"[ ""Dane Anderson"" ]","995","2",1990.0
"Technographics® Survey Highlights: North American Customer Experience Online Survey, Q3 2007","Customer Experience",196435449.2540751,"[]",,"2",
"The Forrester Wave™: Message Archiving Software, Q1 2008","Security & Risk",196435452.6145041,"[ ""Kyle McNabb"" ]","2495","1303",3250985.0
"Service Providers Need To Better Prepare For Offshore SOA Projects","CIO",196435453.912276,"[ ""Pascal Matzke"", ""Jost Hoppermann"" ]","499","396",197604.0
"Mobile Site Review Scorecard 2.0 ¿ Reviewer's Guide","Customer Experience",196435454.7787571,"[]","499","2",998.0
"Enterprise Architecture Needs To Plan For Outsourced SOA","Enterprise Architecture",196435456.1908641,"[ ""Jost Hoppermann"", ""Pascal Matzke"", ""Gene Leganza"" ]","499","621",309879.0
"Customer Experience Innovation In Three Steps","Customer Experience",196435457.9962981,"[]","499","1176",586824.0
"Understanding Who To Call For Help With Your WCM Projects","Content & Collaboration",196435459.01092,"[ ""Stephen Powers"", ""Kyle McNabb"" ]","499","412",205588.0
"The Benefits And Tradeoffs To Single-Sourcing PCs","Infrastructure & Operations",196521860.8126769,"[]","499","521",259979.0
"End User Experience Monitoring Software Market Update, Q1 2008","Infrastructure & Operations",196521861.4224,"[ ""Jean-Pierre Garbani"", ""Eveline Oehrlich"" ]","2495","570",1422150.0
"Technographics® Insight: Hispanics' PC Purchase Process","Marketing Leadership",196521862.3308761,"[]",,"3",
"Which Media Sites Do Financial Consumers Visit? – A Social Computing Report","eBusiness & Channel Strategy",196521864.0754991,"[ ""Bill Doyle"", ""Peter Wannemacher"" ]","499","557",277943.0
"Trends 2008: Digital Asset Management","Application Development & Delivery",196521866.098541,"[ ""Stephen Powers"", ""Kyle McNabb"" ]","499","1174",585826.0
"COLT Has Just Started Its CSD Voyage","CIO",196521867.1131001,"[]","2495","182",454090.0
"Online Community Best Practices – A Social Computing Report","Marketing Leadership",196521868.205642,"[ ""Josh Bernoff"", ""Christine Spivey Overby"" ]","499","4064",2027936.0
"The Rise Of 3G-Enabled Enterprise Applications: AT&T's HSPA Service","Sourcing & Vendor Management",196521869.446667,"[]","499","397",198103.0
"Refining The Virtualisation Landscape","CIO",196521869.9420371,"[ ""John Brand"" ]",,"5",
"Case Study: Procter & Gamble Masters Enterprisewide PDM","Business Process",196608270.54811,"[ ""Sharyn Leaver"" ]","499","339",169161.0
"Process-Views-Services: A Better Design Paradigm For Applications","Enterprise Architecture",196608271.849467,"[ ""Randy Heffner"", ""Jeffrey S. Hammond"", ""John R. Rymer"" ]","499","1442",719558.0
"Guidelines For Building Versus Buying An Ethernet WAN","Sourcing & Vendor Management",196608272.6482749,"[]","499","289",144211.0
"The Forrester Wave™: Enterprise Learning Management Suites, Q1 2008","CIO",196608273.402164,"[ ""Claire Schooley"" ]","2495","2297",5731015.0
"IDE Usage Trends","Application Development & Delivery",196608274.05022,"[ ""Jeffrey S. Hammond"" ]","2495","699",1744005.0
"Best Practices: Product Data Management","Application Development & Delivery",196608274.7658241,"[ ""Sharyn Leaver"" ]","499","1288",642712.0
"Strong Partners Are Key To Successful BI Initiatives","Application Development & Delivery",196608275.473887,"[ ""Boris Evelson"", ""Tim Sheedy"" ]","499","1304",650696.0
"Technographics® Survey Highlights: North American Technographics Retail And Marketing Online Youth Survey, Q4 2007 – A Social Computing Report","eBusiness & Channel Strategy",196694675.9734409,"[]",,"4",
"Top US eCommerce And Online Retail Predictions For 2008","eBusiness & Channel Strategy",196694676.5860641,"[ ""Sucharita Mulpuru"", ""Carrie Johnson"" ]","499","1523",759977.0
"The Greening Of America — One eStatement At A Time","eBusiness & Channel Strategy",196694678.5167899,"[ ""Catherine Graeber"", ""Carrie Johnson"" ]","2495","522",1302390.0
"Microsoft Woos Yahoo! For Media Dominance – A Social Computing Report","Marketing Leadership",196694679.406323,"[ ""Shar VanBoskirk"" ]","195","291",56745.0
"Global IT 2008 Market Outlook","CIO",196694679.935813,"[ ""Andrew Bartels"", ""Heidi Shey"" ]","2495","3055",7622225.0
"Strategic Human Capital Management Initiatives Benefit From Expert Guidance","Application Development & Delivery",196694680.498821,"[ ""Paul D. Hamerman"" ]","2495","716",1786420.0
"Key Device Trends That Will Shape Enterprise Mobility In 2008","Infrastructure & Operations",196694681.247941,"[]","499","1244",620756.0
"The Experiences That Satisfy Consumers","Customer Experience",196694683.0589111,"[]","499","1095",546405.0
"Where US Online Leisure Travelers Visit And The Types Of Trips They Research Online","eBusiness & Channel Strategy",196694683.7383461,"[]","499","477",238023.0
"The Connected Agency","CMO",196953884.34478,"[]","499","1902",949098.0
"Getting The Online Auto Insurance Word Out","eBusiness & Channel Strategy",196953885.212564,"[ ""Peter Wannemacher"", ""Bill Doyle"", ""Carrie Johnson"" ]","499","595",296905.0
"The Canadian Customer Experience Index, 2007","Customer Experience",196953888.216563,"[]","499","370",184630.0
"Employers Embrace Wellness Management","eBusiness & Channel Strategy",196953890.4254401,"[]","499","412",205588.0
"Grassroots Innovation For Life Sciences eMarketers","Marketing Leadership",196953892.7496431,"[]","499","489",244011.0
"Key Wireless Trends That Will Shape Enterprise Mobility In 2008","Infrastructure & Operations",196953894.303823,"[]","499","1066",531934.0
"Building An Online Healthcare Community – A Social Computing Report","eBusiness & Channel Strategy",196953897.6057179,"[ ""Carrie Johnson"" ]","499","964",481036.0
"Market Overview: Document Output Management","Enterprise Architecture",196953898.926667,"[ ""Craig Le Clair"" ]","2495","1549",3864755.0
"Forrester's Search Marketing Review Scorecard Version 1","Marketing Leadership",196953900.178808,"[ ""Shar VanBoskirk"" ]","499","11",5489.0
"Why Financial Company Web Sites Need Online Advice Tools","eBusiness & Channel Strategy",197040302.257911,"[ ""Michelle de Lussanet"" ]","499","745",371755.0
"The Forrester Wave™: Message Archiving Hosted Services, Q1 2008","Security & Risk",197040305.325918,"[ ""Kyle McNabb"" ]","1749","671",1173579.0
"SMB SaaS Adoption: Road Bumps Ahead In 2008","Sales Enablement",197040308.9889519,"[ ""Michael Speyer"" ]","499","1053",525447.0
"Cost Comparison Of iSCSI Versus Fibre Channel SAN Components","Infrastructure & Operations",197040311.5730109,"[]","499","840",419160.0
"Obstacles To Customer Experience Success, 2008","Customer Experience",197040312.95205,"[]","499","1411",704089.0
"The Web 2.0 Buyer Profile: 2008","Marketing Leadership",197126714.962568,"[ ""Heidi Shey"" ]","499","877",437623.0
"Enterprise Agile Adoption In 2007","Application Development & Delivery",197126716.2592061,"[]",,"16",
"The Future Of Online Secondary Ticketing","eBusiness & Channel Strategy",197126719.8038449,"[ ""Sucharita Mulpuru"", ""Carrie Johnson"" ]","499","679",338821.0
"Strategies For Interactive Marketing In A Recession","Marketing Leadership",197126720.7705081,"[ ""Josh Bernoff"", ""Christine Spivey Overby"", ""Shar VanBoskirk"" ]","195","3821",745095.0
"Justifying And Funding Infrastructure Investments","CIO",197126726.4763169,"[ ""Alex Cullen"" ]","499","1036",516964.0
"How Consumers Find Web Sites – A Social Computing Report","Marketing Leadership",197126728.523041,"[ ""Josh Bernoff"" ]","499","963",480537.0
"User Ratings Top Consumers' Online Wish Lists","Customer Experience",197126731.0403991,"[]","499","1126",561874.0
"Identity Management Market Forecast: 2007 To 2014","Security & Risk",197126733.2058771,"[ ""Andras Cser"" ]","2495","2656",6626720.0
"Making The Case For Web Content Management – A Client Choice Report","Content & Collaboration",197126734.5545549,"[ ""Stephen Powers"" ]","499","960",479040.0
"Fierce Competition Will Further Drive UK Broadband Growth – A Digital Home Report","Marketing Leadership",197213136.4038129,"[ ""Michelle de Lussanet"" ]","499","328",163672.0
"Virtualization Trends On IBM's System P","Infrastructure & Operations",197213137.6326561,"[]","499","472",235528.0
"Making Data-Centric Security Real – A Client Choice Report","Security & Risk",197213139.325134,"[]","499","895",446605.0
"eBusiness Managers' 2008 Budget Outlook","eBusiness & Channel Strategy",197213140.9860461,"[ ""Carrie Johnson"" ]","499","258",128742.0
"Italian Online Banking Forecast: 2008 To 2013","eBusiness & Channel Strategy",197213143.1549981,"[ ""Benjamin Ensor"", ""Michelle de Lussanet"" ]","2495","575",1434625.0
