title,role,date,authors,authorscore,price,downloads,revenue
Poor Word Of Mouth Is Top eRetail Barrier In ChinaA Social Computing Report,eBusiness & Channel Strategy,180799879.10555792,[u'Reineke Reitsma'],249911.24621212122,499,125,62375.0
The Emerging Technology Trends That CIOs Should Care AboutAn Information Workplace Report,CIO,180799879.81525302,"[u'Bobby Cameron', u'Alex Cullen']",526304.5814977974,499,2608,1301392.0
The Impact Of The Internet On Dutch Consumers' Media Behavior,Marketing Leadership,180799880.4303949,[],0,499,359,179141.0
2008 Contact Center Technology Trends,Infrastructure & Operations,180799881.0833621,[],0,499,1992,994008.0
Industry Essential: Global Retail Industry,Sales Enablement,180799881.69359303,"[u'George Lawrie', u'Sharyn Leaver']",610513.6403508772,2495,2108,5259460.0
Best Practices: Why Customer Satisfaction Studies Fail,Customer Experience,180799882.286335,[u'Brad Bortner'],336294.16,499,978,488022.0
Tapping Into US Online Auction Buyers,eBusiness & Channel Strategy,180799883.0592401,[u'Carrie Johnson'],383516.32446808513,499,365,182135.0
"Technographics Survey Highlights: European Technographics Benchmark Survey, Q2 2008",Marketing Leadership,180799885.45863295,[u'Reineke Reitsma'],249911.24621212122,,1,
Threat Alert: Wireless Is The New Internet,Security & Risk,180886286.06704712,[u'John Kindervag'],541766.3857142857,499,658,328342.0
Case Study: How iDEAL Came To Conquer Dutch Online Payments,eBusiness & Channel Strategy,180886286.7372539,[u'Benjamin Ensor'],432286.46875,499,543,270957.0
"Inquiry Insights: Telecom Managed Services, Q2 2008",CIO,180886287.285573,[u'TJ Keitt'],553844.7157894737,499,345,172155.0
Get With It With WidgetsA Social Computing Report,Marketing Leadership,180886288.01655507,[u'Shar VanBoskirk'],722552.1900452488,499,922,460078.0
"Inquiry Insights: Business Intelligence, Q3 2008",Sales Enablement,180886288.7444489,[],0,499,636,317364.0
TCS Pushes On NGOSS To Drive Telecom-Sector Growth,CIO,180886289.364115,"[u'Pascal Matzke', u""Peter O'Neill""]",1017670.4539877301,2495,376,938120.0
Indian CIOs Excel As Chief Innovation Officers,CIO,180886289.853117,[u'Bobby Cameron'],450910.7111111111,2495,460,1147700.0
Case Study: Queensland Police Service Executes GIS By The Book,Application Development & Delivery,180886290.67034197,[u'Sharyn Leaver'],610513.6403508772,499,293,146207.0
Four Essential Metrics For Cross-Channel Measurement,eBusiness & Channel Strategy,180886291.402205,[u'Sucharita Mulpuru'],519383.68613138684,499,1157,577343.0
Really Urgent Analytics: The Sweet Spot For Real-Time Data Warehousing,Business Process,180972692.00908208,[u'Boris Evelson'],1300291.125,499,1348,672652.0
Lease Or Buy? Funding Server Life Cycles,Infrastructure & Operations,180972692.4479611,[],0,499,431,215069.0
Crafting A Content Moderation PolicyA Social Computing Report,Marketing Leadership,180972693.0110271,"[u'Josh Bernoff', u'Shar VanBoskirk']",722552.1900452488,499,693,345807.0
"Demand Insight: Government Telecom And Networking, 2008",Sales Enablement,180972693.70079494,[],0,499,277,138223.0
"The Forrester Wave: Contract Life-Cycle Management, Q3 2008",CIO,180972694.384022,"[u'Andrew Bartels', u'Sharyn Leaver', u'Heidi Shey']",1263582.44,2495,1669,4164155.0
Evaluating Your Service Provider's Packaged Intellectual Property,Sourcing & Vendor Management,180972696.2833631,[],0,499,396,197604.0
Green Attitudes Don't Guarantee Green Actions,Marketing Leadership,180972697.1371541,"[u'Ted Schadler', u'Roxana Strohmenger']",762666.4326923077,499,532,265468.0
Managing Global Mobility Support Is Getting Harder,Sourcing & Vendor Management,180972697.872123,[],0,499,513,255987.0
"An Interactive Marketing Introduction To The State Of Consumers And Technology, 2008A Digital Home Report",Marketing Leadership,181231898.481431,"[u'Christine Spivey Overby', u'Ted Schadler']",762666.4326923077,,907,
Technographics Insight: 2008 Global Online Shopping Patterns,eBusiness & Channel Strategy,181231899.0027511,[],0,,0,
Public Sector IT Opportunity: China 2008 Data Tables,CIO,181231899.697891,[u'Dane Anderson'],56686.714765100674,,2,
Vendor Snapshot: Illuminate Solutions Breaks Through Traditional BI Barriers,Enterprise Architecture,181231900.46625304,[u'Boris Evelson'],1300291.125,2495,438,1092810.0
Public Sector IT Opportunity: China 2008,CIO,181231901.030102,[u'Dane Anderson'],56686.714765100674,2495,4,9980.0
"Department Stores' Cross-Channel Experience, 2008",Customer Experience,181318301.81319404,[],0,499,563,280937.0
Japan's Mobile Social Networks Need Some Usability TweaksA Social Computing Report,Customer Experience,181318302.73360896,"[u'Jonathan Browne', u'Harley Manning']",435214.775862069,499,266,132734.0
CIOs: Are You Ready For Business Mobility?,CIO,181404705.13612294,[u'Alex Cullen'],526304.5814977974,499,521,259979.0
Service Providers' Product Strategists Have Left The Home Worker Market Segment Untapped,Marketing Leadership,181404705.83719993,[u'Michelle de Lussanet'],652193.1055900621,499,337,168163.0
Simplification: IT Isn't So Simple,CIO,181404706.23028207,[u'John Brand'],28786.196261682242,,5,
Where Did You Find These VMO People?,Sourcing & Vendor Management,181404706.809906,[u'John C. McCarthy'],543419.54,499,435,217065.0
Selecting Your Portfolio Management Tool,CIO,181404707.35820603,[u'Alex Cullen'],526304.5814977974,499,1009,503491.0
The Impact Of Software Vendor Mergers And Acquisitions,CIO,181404707.93885994,[u'John Brand'],28786.196261682242,,2,
The Building Blocks Of An Effective IT PMO,CIO,181404708.49614096,[u'Alex Cullen'],526304.5814977974,499,2017,1006483.0
Enterprise Adoption Of SaaS In China,Sourcing & Vendor Management,181404709.31725097,[u'Tim Sheedy'],281279.9855072464,,8,
"Airlines: Prepare To Serve Fewer, And More Upscale, Passengers",eBusiness & Channel Strategy,181404710.0649321,[],0,499,342,170658.0
Criteria For Evaluating Speech Analytics,Customer Experience,181491110.78613997,[u'Christian Kane'],616663.7727272727,499,537,267963.0
Surviving The Offshore Vendor Polarization Puzzle,Sourcing & Vendor Management,181491111.375664,[u'John C. McCarthy'],543419.54,499,677,337823.0
Internationalization: The Vendor Escape Hatch FromThe Economic Downturn,Sales Enablement,181491111.99320197,"[u""Peter O'Neill"", u'Stefan Ried, Ph.D.']",1771496.7567567567,499,348,173652.0
Green IT: The New Black: Green IT Market Survey: Australia,CIO,181491112.4803729,[u'Dane Anderson'],56686.714765100674,2495,5,12475.0
Japan's Social Networks Need Usability ImprovementsA Social Computing Report,Customer Experience,181491113.13401604,"[u'Jonathan Browne', u'Ron Rogowski']",310971.2252747253,499,261,130239.0
"The Forrester Wave: Customer Hubs, Q3 2008",Enterprise Architecture,181577513.703403,[u'Sharyn Leaver'],610513.6403508772,1749,1528,2672472.0
A Closer Look At Customer Experience And Loyalty,Customer Experience,181577514.4634099,[],0,499,1536,766464.0
"An eBusiness And Channel Strategy Introduction To The State Of Consumers And Technology, 2008",,181577515.39224195,"[u'Carrie Johnson', u'Ted Schadler']",762666.4326923077,,866,
I&KM Pros Brace For DW Industry Consolidation,Enterprise Architecture,181577516.03639388,[u'Boris Evelson'],1300291.125,199,212,42188.0
CIOs: Nurture IT's Relationship With Your CFO,CIO,181577516.70220304,"[u'Bobby Cameron', u'Alex Cullen']",526304.5814977974,499,563,280937.0
Tech Horizons: Evaluating Gomez's Web Experience Management Services,Infrastructure & Operations,181577517.20517612,[u'Jean-Pierre Garbani'],1019003.2824858757,2495,426,1062870.0
US And Canadian Online Business Travelers: What's The Difference?A Social Computing Report,eBusiness & Channel Strategy,181577517.832664,[],0,499,293,146207.0
The Mobile Architecture ImperativeAn Empowered Report,Application Development & Delivery,181836718.42521095,"[u'Jeffrey S. Hammond', u'Gene Leganza', u'Heidi Shey']",964897.6338028169,499,2017,1006483.0
What Does An Audience-Focused Model Really Mean For Publishers?,eBusiness & Channel Strategy,181836718.84879088,[u'Carrie Johnson'],383516.32446808513,499,603,300897.0
Improve Strategic HCM Processes And Technologies,Application Development & Delivery,181836719.70011902,"[u'Paul D. Hamerman', u'Sharyn Leaver']",860365.0378378378,499,921,459579.0
Case Study: PNC's Secret To EA Success? A Strong Customer Focus,Enterprise Architecture,181836720.38409805,[u'Gene Leganza'],535101.093877551,499,483,241017.0
Best Practices: Improving EA Effectiveness,Enterprise Architecture,181836723.11842108,[u'Gene Leganza'],535101.093877551,499,1565,780935.0
Progress Software Snags IONA And Mindreef For SOA,Application Development & Delivery,181836723.87339306,[u'John R. Rymer'],913327.8214285715,499,212,105788.0
The State Of Mobile Infrastructure: 2008,Infrastructure & Operations,181836724.6280849,[],0,499,671,334829.0
WiMAX In The US: How It Could Affect The Enterprise Wireless InfrastructureA Client Choice Report,Infrastructure & Operations,181836725.8460021,[u'Stephanie Balaouras'],634238.0085714286,499,638,318362.0
Retail Interactive Marketing Spend Grows Steadily,Marketing Leadership,181836726.6738131,[u'Shar VanBoskirk'],722552.1900452488,499,654,326346.0
Database-As-A-Service Explodes On The Scene,Application Development & Delivery,181923127.14537096,[u'Noel Yuhanna'],1304449.0112359552,2495,1515,3779925.0
Case Study: Vancity Engages Stakeholders In Green EffortsA Social Computing Report,CMO,181923127.98627305,[],0,499,277,138223.0
"The Forrester Wave: Enterprise Business Intelligence Platforms, Q3 2008",Application Development & Delivery,181923128.5916071,[u'Boris Evelson'],1300291.125,2495,4826,12040870.0
Case Study: Herman Miller Shows That Sustainability And Profits Go Hand-In-Hand,CMO,181923129.22406507,[],0,499,266,132734.0
The Efficient Frontier: Balancing Risk And Reward In Your IT Portfolio,CIO,181923129.82067108,[u'Alex Cullen'],526304.5814977974,499,680,339320.0
A CMO's Guide To Corporate Social Responsibility,CMO,181923130.42390394,[],0,499,618,308382.0
How Industries Create Loyalty,CMO,181923131.02740407,[],0,499,1046,521954.0
Building An Effective Green Marketing StrategyA Social Computing Report,CMO,181923131.6792791,[],0,499,1042,519958.0
Case Study: Intel Uses Partnerships For Green Strategy,CMO,181923133.30040598,[],0,499,316,157684.0
Connecting SharePoint Sites To Centralised Repositories,CIO,181923134.03088498,[u'John Brand'],28786.196261682242,499,5,2495.0
The Global Information Management Services Forecast: 2007 To 2012,CIO,181923134.80036402,[u'Tim Sheedy'],281279.9855072464,499,1052,524948.0
It's Time To Focus On Data Protection,Security & Risk,181923135.426759,[],0,499,578,288422.0
User-Generated Applications Drive SharePoint ValueA Social Computing Report,CIO,181923135.88221002,"[u'Rob Koplowitz', u'John R. Rymer']",976423.7570093458,2495,1348,3363260.0
Does Your IT Culture Need An Overhaul?,CIO,182009536.44493103,"[u'Marc Cecere', u'Alex Cullen']",673266.3119266055,499,1040,518960.0
Oracle Absorbs BEA's Middleware: The Impact On Application Development Managers,Application Development & Delivery,182009537.13362908,"[u'John R. Rymer', u'Jeffrey S. Hammond', u'Andras Cser']",913327.8214285715,499,607,302893.0
The Online Tools And Functionality European Investors Want,eBusiness & Channel Strategy,182009537.92889404,[u'Benjamin Ensor'],432286.46875,499,403,201097.0
BT-As-A-Service Accelerates IT's BT TransformationA Business Technology (BT) Report,CIO,182009538.495569,[u'Alex Cullen'],526304.5814977974,499,1296,646704.0
Don't Miss These Opportunities To Differentiate Your Site With Brand-Building Copy,Customer Experience,182009539.12036204,"[u'Ron Rogowski', u'Harley Manning']",435214.775862069,499,527,262973.0
Introducing The Technology Vendor Online Customer Experience Index,Sales Enablement,182009540.06586003,[],0,499,261,130239.0
"Server Virtualization Security: 90% Process, 10% Technology",Infrastructure & Operations,182009541.0034411,[u'Stephanie Balaouras'],634238.0085714286,499,949,473551.0
The ROI Of RFID For Asset Tracking,Application Development & Delivery,182095942.966851,"[u'Sharyn Leaver', u'Jon Erickson']",2019359.4375,499,952,475048.0
Home-Based Businesses Represent A Great Opportunity For PC-Related ProductsA Digital Home Report,Marketing Leadership,182182343.70049,"[u'J. P. Gownder', u'Michelle de Lussanet']",652193.1055900621,499,365,182135.0
"The UK Customer Experience Index, 2008",Customer Experience,182182344.44453502,[u'Craig Menzies'],268961.0,499,445,222055.0
Debunking IT Project Failure Myths,CIO,182182345.0386119,[u'Alex Cullen'],526304.5814977974,499,1156,576844.0
The Mobile Operating System Wars Heat Up,Infrastructure & Operations,182182345.64355993,[],0,2495,1157,2886715.0
A Consumer Market Researcher's Introduction To Balancing The Funnel: Which Consumers Are Loyal?,Customer Insights,182182347.09296107,[u'Reineke Reitsma'],249911.24621212122,499,555,276945.0
"A Truism For Trusted Data: Think Big, Start Small",Enterprise Architecture,182182347.816149,[u'Boris Evelson'],1300291.125,499,1074,535926.0
European Security Managers Turn Their Gaze Inward In 2008,Security & Risk,182441548.53547502,[],0,499,234,116766.0
Who's On First  A Simple Model For Project Prioritization,CIO,182441549.20960307,[u'Alex Cullen'],526304.5814977974,499,1926,961074.0
Benchmark 2008: The Web Purchasing Power Of Gen X,Marketing Leadership,182441549.76918602,"[u'Sucharita Mulpuru', u'Carrie Johnson']",519383.68613138684,2495,642,1601790.0
Why You Need Enterprise Strategy For Desktop Search,Enterprise Architecture,182441550.3879819,[u'Leslie Owens'],485819.1967213115,499,490,244510.0
Beyond Innovation: Adding Adoption To Your Business Objectives,Application Development & Delivery,182441551.01145697,[],0,499,341,170159.0
Benchmark 2008: Forecast Growth Of Devices And Access In The USA Digital Home Report,Marketing Leadership,182441551.73637795,[u'Michelle de Lussanet'],652193.1055900621,2495,1812,4520940.0
Benchmark 2008: The Net Challenges Traditional Media For Young Eyeballs,Marketing Leadership,182441552.36955905,"[u'James L. McQuivey, Ph.D.']",425642.68695652176,2495,982,2450090.0
Synchronizing Strategy And The IT Portfolio,CIO,182441553.16307092,[u'Alex Cullen'],526304.5814977974,499,1847,921653.0
Benchmark 2008: Gen Y Comes Of AgeA Social Computing Report,Marketing Leadership,182441553.871706,[u'Shar VanBoskirk'],722552.1900452488,2495,974,2430130.0
Vendor Polarization Survival Strategy Evaluation,Sourcing & Vendor Management,182441554.58674693,[],0,499,9,4491.0
SharePoint Shoots For The Cloud,CIO,182441555.19103098,[u'Rob Koplowitz'],976423.7570093458,499,845,421655.0
Role Profile: The Enterprise Architect,Sales Enablement,182441555.8731439,"[u'Ellen Carney', u'Gene Leganza']",535101.093877551,499,1270,633730.0
"Forecast: The SMB IT Infrastructure Managed Services Market, 2008 To 2013",Sales Enablement,182527956.46624398,[u'Michael Speyer'],344545.0625,499,953,475547.0
Sourcing Professionals: Get Ready To Deal With Volatility,Sourcing & Vendor Management,182527957.08035898,[],0,499,305,152195.0
Outsourced Product Development Vendor Selection Tool,Sourcing & Vendor Management,182527957.538301,[],0,499,14,6986.0
North American Applications Outsourcing Market Overview For 2008,Sourcing & Vendor Management,182527957.96531796,[u'William Martorelli'],734511.6578947369,2495,1336,3333320.0
The Truth About Business Rules Algorithms,Application Development & Delivery,182527958.75992894,"[u'Mike Gualtieri', u'John R. Rymer']",1000810.6666666666,499,688,343312.0
Benchmark 2008: Putting The Personal Into The PC,Marketing Leadership,182614359.53944993,[u'J. P. Gownder'],392243.7913043478,2495,531,1324845.0
Benchmark 2008: Examining Travel Behavior By Generation,eBusiness & Channel Strategy,182614361.23236394,[u'Carrie Johnson'],383516.32446808513,2495,838,2090810.0
Are Open Source And Low-Priced Solutions Available For Tooling EA?,Enterprise Architecture,182614361.80207705,"[u'Henry Peyret', u'Gene Leganza']",580655.0608695652,499,1009,503491.0
Whose Job Is AR Doing?,Analyst Relations,182614362.35843205,[u'Kevin Lucas'],192426.875,499,271,135229.0
Wireless Carrier Relationships Differ Across Ethnic Groups,Customer Experience,182614362.905123,[],0,499,256,127744.0
SAP Business ByDesign: Tentative Steps Forward,Application Development & Delivery,182614363.3806491,"[u'Michael Barnes', u'Dane Anderson']",133872.79338842974,599,2,1198.0
The Five Qualities Of Good Software Pricing,Sourcing & Vendor Management,182614363.9854889,"[u'Duncan Jones', u""Peter O'Neill""]",800843.4126984127,499,1065,531435.0
Attempting To Define Enterprise 2.0,CIO,182614364.63130593,[u'John Brand'],28786.196261682242,,5,
Benchmark 2008: Tech-Savvy Gen Xers Dominate The Home Worker Segment,Marketing Leadership,182614365.44033003,"[u'J. P. Gownder', u'Michelle de Lussanet']",652193.1055900621,2495,347,865765.0
Enterprise Trends: Vista Is Rejected; Mozilla And Apple Make Small GainsA Social Computing Report,CIO,182614366.09313107,[u'Jeffrey S. Hammond'],755414.43125,499,518,258482.0
Who Uses Mobile Email?,Marketing Leadership,182614367.19547296,[u'Shar VanBoskirk'],722552.1900452488,499,644,321356.0
Benchmark 2008: Healthcare Consumers' Tepid Online Channel Uptake,eBusiness & Channel Strategy,182614367.9230621,"[u'Carlton A. Doty', u'Carrie Johnson']",499922.75757575757,2495,790,1971050.0
Successfully Managing ERP Implementation Providers,Sourcing & Vendor Management,182614368.64711308,[u'Liz Herbert'],650577.5357142857,499,745,371755.0
Benchmark 2008: Pay TV Is Growing Through Digital Upgrades,Marketing Leadership,182614369.32943296,"[u'James L. McQuivey, Ph.D.']",425642.68695652176,2495,523,1304885.0
Develop Metrics Thoughtfully To Streamline Application Portfolios Successfully,CIO,182614369.942528,"[u'Phil Murphy', u'Alex Cullen']",529789.7339449541,499,1559,777941.0
India IT Services Market And Forecast 2006-2011,CIO,182614370.470397,[],0,2495,6,14970.0
SOA Adoption: Technology Diversity Accelerators,Enterprise Architecture,182614371.08505607,"[u'Randy Heffner', u'Gene Leganza']",573496.5541401274,499,415,207085.0
"US Email Marketing Volume Forecast, 2008 To 2013",Marketing Leadership,182700771.7854731,"[u'Josh Bernoff', u'Shar VanBoskirk']",722552.1900452488,2495,1150,2869250.0
Retail Relationships Differ Across Ethnic Groups,Customer Experience,182700772.41186404,[],0,499,287,143213.0
Mobile Broadband USB Modems Take Off In Europe,Marketing Leadership,182700772.92013907,[u'Michelle de Lussanet'],652193.1055900621,2495,612,1526940.0
The Cyberwarfare Era,Security & Risk,182700773.62849593,[],0,499,401,200099.0
Case Study: Verizon Business Builds An Asset-Based Security Metrics Program,Security & Risk,182700774.18091106,[u'Khalid Kark'],601279.7472527473,499,421,210079.0
Consumers Are Apathetic About Mobile Banking,eBusiness & Channel Strategy,182700775.09407806,[u'Catherine Graeber'],313628.3157894737,499,1082,539918.0
Is Your Laptop Rugged Enough?,Infrastructure & Operations,182700775.62961197,[],0,499,216,107784.0
Build Your Business's Mobile Strategy Around Device Management And SecurityA Client Choice Report,Infrastructure & Operations,182700777.317724,[],0,499,1203,600297.0
Benchmark 2008: Broadband Dominates The Home Internet Access Market,Marketing Leadership,182787180.6852119,[u'Michelle de Lussanet'],652193.1055900621,2495,552,1377240.0
Benchmark 2008: Gen Y Defines The Traditional Video Gaming Market,Marketing Leadership,182787182.34608006,[],0,2495,922,2300390.0
Benchmark 2008: Mobile Is Everywhere,Marketing Leadership,182787183.03845,[u'Michelle de Lussanet'],652193.1055900621,2495,1820,4540900.0
Benchmark 2008: Telcos Struggle To Retain Business From Generations X And Y,Marketing Leadership,182787183.81181693,[u'Michelle de Lussanet'],652193.1055900621,2495,431,1075345.0
Benchmark 2008: Gen X Loves Gadgets The Most,Marketing Leadership,182787184.82821107,[u'Michelle de Lussanet'],652193.1055900621,2495,516,1287420.0
A US National ID Begins To Take Root,Security & Risk,182787185.522583,[],0,499,306,152694.0
"Benchmark 2008: Everyone Goes Online, But Gen Yers Are The Early AdoptersA Social Computing Report",Marketing Leadership,182787186.23299193,[u'Michelle de Lussanet'],652193.1055900621,2495,725,1808875.0
Benchmark 2008: Gen Y And Gen X Lay Their Digital Home FoundationsA Digital Home Report,Marketing Leadership,182787186.81497598,[u'Michelle de Lussanet'],652193.1055900621,2495,547,1364765.0
The State Of Consumers And Technology: Benchmark 2008A Digital Home Report,Marketing Leadership,182787187.44776297,"[u'Ted Schadler', u'Michelle de Lussanet']",762666.4326923077,2495,3193,7966535.0
"Banks' Cross-Channel Experience, 2008",Customer Experience,183046388.25007606,[],0,499,1135,566365.0
"Best And Worst Of Social Network Marketing, 2008A Social Computing Report",Marketing Leadership,183046388.83853602,"[u'Christine Spivey Overby', u'Harley Manning']",751503.4096385542,499,2602,1298398.0
Global Banking Platform Deals 2007: Regions And Functionality,Enterprise Architecture,183046389.39252996,"[u'Jost Hoppermann', u'Gene Leganza']",535101.093877551,499,676,337324.0
Selecting The Right Enterprise Marketing SoftwareA Client Choice Report,Customer Insights,183046390.146199,[u'Shar VanBoskirk'],722552.1900452488,499,489,244011.0
Product Managers Are Working On The Wrong Things,Application Development & Delivery,183046390.9912591,[u'Peter Burris'],376683.9521276596,499,771,384729.0
The ROI Of RFID For Supply Chain Visibility,Application Development & Delivery,183046391.64542198,"[u'Sharyn Leaver', u'Jon Erickson']",2019359.4375,2495,1102,2749490.0
SOA In Asia's Public Sector,CIO,183046392.22176194,[u'Dane Anderson'],56686.714765100674,599,3,1797.0
High Touch Trumps High Tech When Switching Online Bill Payments,eBusiness & Channel Strategy,183046392.82380295,[u'Benjamin Ensor'],432286.46875,499,457,228043.0
Social Networking Marketing Campaigns ScorecardA Social Computing Report,Marketing Leadership,183046393.6958089,[],0,499,34,16966.0
Digital Media Rise In Importance To Reach Enterprise Mobility Buyers,CIO,183132794.25812292,"[u'TJ Keitt', u'Michele Pelino']",762713.256097561,499,282,140718.0
Community Marketing Self-Assessment ToolA Business Technology (BT) Report,Marketing Leadership,183132795.23554492,[u'Peter Burris'],376683.9521276596,499,376,187624.0
"How Teens Multitask, 2008",Marketing Leadership,183132796.21735597,[u'Shar VanBoskirk'],722552.1900452488,499,520,259480.0
Ubiquitous Marketing,CMO,183132797.1513121,[u'Shar VanBoskirk'],722552.1900452488,499,1441,719059.0
"Inquiry Insights: Contact Center Technologies,Q3 2008",Infrastructure & Operations,183132797.81810093,[],0,499,660,329340.0
Some EA And BPA Tools Support Enterprise Quality Initiatives,Enterprise Architecture,183132798.73789406,"[u'Henry Peyret', u'Gene Leganza']",580655.0608695652,499,487,243013.0
The Luxury Sector Is Keen To Try Social ComputingA Social Computing Report,eBusiness & Channel Strategy,183132800.46704888,"[u'Michelle de Lussanet', u'Benjamin Ensor']",652193.1055900621,499,649,323851.0
Market Update: Open Source Databases,Application Development & Delivery,183132801.18262506,[u'Noel Yuhanna'],1304449.0112359552,2495,789,1968555.0
Competitive Product Ranking: Picking A Winning Set-Top Box,CMO,183132803.31514406,"[u'James L. McQuivey, Ph.D.', u'Michelle de Lussanet']",652193.1055900621,499,722,360278.0
"Airlines' Cross-Channel Experience, 2008",Customer Experience,183132804.14457107,[],0,499,576,287424.0
Five Key Storage Strategies For A Down EconomyA Client Choice Report,Infrastructure & Operations,183219204.73265696,[u'Stephanie Balaouras'],634238.0085714286,499,948,473052.0
Tech Horizons: What The Startup Xobni Teaches Tech Vendors About Innovation,Sourcing & Vendor Management,183219205.18072796,"[u'Chris Andrews', u'Jean-Pierre Garbani']",1019003.2824858757,2495,224,558880.0
Tax Risk Management: An Inconvenient Truth,Application Development & Delivery,183219205.79454088,"[u'Paul D. Hamerman', u'Sharyn Leaver']",860365.0378378378,499,261,130239.0
CIOs: Reporting Relationship Defines Your Job Only At The Margin,CIO,183219206.41332793,"[u'Bobby Cameron', u'Alex Cullen']",526304.5814977974,2495,492,1227540.0
The Three-Legged Stool Of Wireless Service Life-Cycle Management,Sourcing & Vendor Management,183219206.99292898,[],0,499,305,152195.0
Infrastructure Architects Link Technology Strategy With Long-Term EA And Business Goals,Enterprise Architecture,183219207.53187704,[u'Gene Leganza'],535101.093877551,499,861,429639.0
What Consumers Do With Health Risk Assessments,Customer Experience,183219209.4755311,[u'Moira Dorsey'],318796.24166666664,499,363,181137.0
Now Is The Time To Determine SharePoint's Place In Your Application Development Strategy,Application Development & Delivery,183219210.09965396,"[u'John R. Rymer', u'Rob Koplowitz']",976423.7570093458,2495,2787,6953565.0
Market Overview: Strong Authentication For Enterprises In 2008,Security & Risk,183219210.597965,[],0,2495,1482,3697590.0
"Inquiry Insights: Client Virtualization, Q3 2008",Infrastructure & Operations,183219211.10032892,[],0,499,949,473551.0
Best Practices: Managing The Responsibility And Associated Risks Of Global Business Partners,Security & Risk,183305611.6806631,[u'Christopher McClean'],581768.0492957747,499,420,209580.0
Lively: Google Enters The Virtual Worlds SpaceA Social Computing Report,Marketing Leadership,183305612.4051931,[u'Michelle de Lussanet'],652193.1055900621,499,531,264969.0
Market Overview: Field Service Management,Application Development & Delivery,183305612.861686,[u'Sharyn Leaver'],610513.6403508772,2495,1013,2527435.0
Getting The Most Out Of Telecom Expense And Inventory Management Suppliers,Sourcing & Vendor Management,183305613.45655107,[],0,499,583,290917.0
Prediction Markets: Wisdom Of The Crowd Comes To The Enterprise,CIO,183392014.01869702,[u'Peter Burris'],376683.9521276596,499,491,245009.0
The Application Management Continuum Offers CIOs A Contemporary Approach To Modernization,CIO,183392014.9222169,"[u'Phil Murphy', u'Alex Cullen']",529789.7339449541,499,1144,570856.0
The Rise Of Innovation Management Tools,CIO,183392015.82408404,[u'Chris Andrews'],481104.3922829582,2495,1395,3480525.0
"Inquiry Insights: Client Security, Q3 2008",Infrastructure & Operations,183392016.5798421,[],0,499,407,203093.0
"Market Momentum: IT Services And Outsourcing Market, H1 2008",CIO,183392017.08920097,[u'Pascal Matzke'],1017670.4539877301,2495,1453,3625235.0
Q&A: Top Questions About VMware Backup,Infrastructure & Operations,183392017.55851698,[u'Stephanie Balaouras'],634238.0085714286,499,548,273452.0
"Forrester TechRadar: Enterprise Mobility Infrastructure, Q3 2008",Infrastructure & Operations,183392018.26889992,[],0,2495,1407,3510465.0
Six Success Factors For Outsourcing Customer Analytics,Customer Insights,183651219.3136711,[],0,499,798,398202.0
Technographics Insight: Consumers Who Pay For Music Are Hard To Spot In China,Marketing Leadership,183651219.9427421,[],0,,2,
How German Credit Buyers Use Different Channels,eBusiness & Channel Strategy,183651222.5677569,[u'Benjamin Ensor'],432286.46875,499,258,128742.0
Who's Researching Life Insurance Online?,eBusiness & Channel Strategy,183651223.067801,"[u'Bill Doyle', u'Peter Wannemacher', u'Benjamin Ensor']",432286.46875,499,681,339819.0
Demand Insights: Enterprise Mobility 2008,Infrastructure & Operations,183651223.7030809,"[u'Michele Pelino', u'TJ Keitt']",762713.256097561,499,816,407184.0
Firms Want Managed Unified Communications,Infrastructure & Operations,183651224.32371092,[],0,499,859,428641.0
Client Virtualization Enables Green Customer Care Centers: A Cox Communications Case Study,Infrastructure & Operations,183651224.92750192,[],0,499,618,308382.0
Leveraging Your Investment In SOA Service Life-Cycle Management,Enterprise Architecture,183651225.56672812,[u'Gene Leganza'],535101.093877551,499,509,253991.0
Selecting An Enterprise Service Bus,Enterprise Architecture,183651226.18909192,[u'John R. Rymer'],913327.8214285715,2495,1405,3505475.0
Supporting Persona-Based Web Sites With WCM,Application Development & Delivery,183651226.78661394,"[u'Stephen Powers', u'Kyle McNabb']",967928.0483870967,499,540,269460.0
How To Justify Interactive Marketing Investments,Marketing Leadership,183651227.3448441,[u'Christine Spivey Overby'],751503.4096385542,499,832,415168.0
The Social Technographics Of US Online Health Information SeekersA Social Computing Report,eBusiness & Channel Strategy,183651228.07684398,"[u'Carlton A. Doty', u'Carrie Johnson']",499922.75757575757,499,985,491515.0
Defining The IT Relationship Management Function,CIO,183651228.71833205,[u'Marc Cecere'],673266.3119266055,499,25,12475.0
Organisations Should Trust SharePoint (Kind Of),CIO,183651229.42761803,[u'John Brand'],28786.196261682242,,5,
Topic Overview: Corporate Social Responsibility,Security & Risk,183651229.83425307,[u'Christopher McClean'],581768.0492957747,,1454,
Identifying Opportunities For Managed Applications Outsourcing Engagements,Sourcing & Vendor Management,183651230.39079905,[u'William Martorelli'],734511.6578947369,499,549,273951.0
Early Enterprise Blog Adoption Is Focused On Internal Audiences And CommunicationsA Social Computing Report,CIO,183737630.88009405,[],0,,5,
Most Wiki Deployments Show Solid Business ValueA Social Computing Report,CIO,183737631.61789203,[],0,,10,
Firms Adopting RSS See Very Strong Business ValueA Social Computing Report,CIO,183737632.16421604,[],0,,8,
